Model	Day	Contrast	Group1	Group2	Pathway	N_Group1	N_Group2	Mean_Group1	Mean_Group2	Median_Group1	Median_Group2	Delta_mean	Delta_median	Rank_biserial	P_value	FDR	Absolute_effect_size	Absolute_delta_median	Direction	Significant_FDR_0_05
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_INTERFERON_ALPHA_RESPONSE	3	3	0.485809375624831	0.41254015549573	0.499105579603286	0.407936233465557	-0.0732692201291003	-0.091169346137729	-1	0.0808555983700523	0.0940181376395957	1	0.091169346137729	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_INTERFERON_GAMMA_RESPONSE	3	3	0.318141073358436	0.267460516756275	0.326359762879912	0.263710859680432	-0.0506805566021602	-0.0626489031994797	-1	0.0808555983700523	0.0940181376395957	1	0.0626489031994797	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_G2M_CHECKPOINT	3	3	0.611084137762133	0.659002391969945	0.603728134469237	0.658621306342259	0.0479182542078121	0.0548931718730221	1	0.0808555983700523	0.0940181376395957	1	0.0548931718730221	Higher_in_M_bovis	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_NOTCH_SIGNALING	3	3	0.425334931340721	0.377688217077121	0.432120991977064	0.377830886791838	-0.0476467142635997	-0.0542901051852263	-1	0.0808555983700523	0.0940181376395957	1	0.0542901051852263	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_MITOTIC_SPINDLE	3	3	0.580073143922042	0.625440131337005	0.572730676278605	0.624565336981791	0.045366987414963	0.0518346607031859	1	0.0808555983700523	0.0940181376395957	1	0.0518346607031859	Higher_in_M_bovis	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_E2F_TARGETS	3	3	0.616932322703679	0.658027745370723	0.609543444051914	0.657805810846285	0.0410954226670442	0.0482623667943716	1	0.0808555983700523	0.0940181376395957	1	0.0482623667943716	Higher_in_M_bovis	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	3	3	0.53563285868759	0.502770991686415	0.544663232616761	0.50246473600482	-0.0328618670011749	-0.042198496611941	-1	0.0808555983700523	0.0940181376395957	1	0.042198496611941	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_XENOBIOTIC_METABOLISM	3	3	0.327590039801108	0.291463381007413	0.33397699374969	0.292395691696332	-0.0361266587936946	-0.0415813020533574	-1	0.0808555983700523	0.0940181376395957	1	0.0415813020533574	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_P53_PATHWAY	3	3	0.371742076276446	0.339630753853185	0.378258895710715	0.339500931861306	-0.0321113224232604	-0.0387579638494088	-1	0.0808555983700523	0.0940181376395957	1	0.0387579638494088	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_WNT_BETA_CATENIN_SIGNALING	3	3	0.298621632631997	0.265561006936177	0.302565508940626	0.265514496441875	-0.0330606256958195	-0.0370510124987514	-1	0.0808555983700523	0.0940181376395957	1	0.0370510124987514	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_PROTEIN_SECRETION	3	3	0.554216439569649	0.584070573677348	0.548697872488452	0.584383370919357	0.0298541341077	0.0356854984309043	1	0.0808555983700523	0.0940181376395957	1	0.0356854984309043	Higher_in_M_bovis	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_ESTROGEN_RESPONSE_EARLY	3	3	0.317565979253482	0.28587954087989	0.320951068502171	0.285879795426262	-0.0316864383735925	-0.0350712730759094	-1	0.0808555983700523	0.0940181376395957	1	0.0350712730759094	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3	3	0.295730860192797	0.270989832191267	0.300714400197992	0.269304657881729	-0.0247410280015303	-0.0314097423162629	-1	0.0808555983700523	0.0940181376395957	1	0.0314097423162629	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_CHOLESTEROL_HOMEOSTASIS	3	3	0.587004445092288	0.556798161368009	0.587913927016952	0.556941597127325	-0.0302062837242791	-0.0309723298896267	-1	0.0808555983700523	0.0940181376395957	1	0.0309723298896267	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_IL6_JAK_STAT3_SIGNALING	3	3	0.251960884701612	0.228601681438357	0.255644842678581	0.228104696446068	-0.0233592032632551	-0.0275401462325126	-1	0.0808555983700523	0.0940181376395957	1	0.0275401462325126	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_APICAL_SURFACE	3	3	0.236088648772055	0.206244788859041	0.234775471155106	0.207263753206389	-0.0298438599130145	-0.0275117179487179	-1	0.0808555983700523	0.0940181376395957	1	0.0275117179487179	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_HEDGEHOG_SIGNALING	3	3	0.28599298479427	0.257692505689414	0.282437947191706	0.257021671127432	-0.0283004791048557	-0.0254162760642737	-1	0.0808555983700523	0.0940181376395957	1	0.0254162760642737	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_MYOGENESIS	3	3	0.263967520129837	0.24549677067848	0.268260919141131	0.244543658090595	-0.0184707494513569	-0.0237172610505361	-1	0.0808555983700523	0.0940181376395957	1	0.0237172610505361	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_MYC_TARGETS_V1	3	3	0.791665746125687	0.814091350119592	0.790376015410909	0.814048753481833	0.0224256039939056	0.023672738070924	1	0.0808555983700523	0.0940181376395957	1	0.023672738070924	Higher_in_M_bovis	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_KRAS_SIGNALING_DN	3	3	-0.125799714357453	-0.14626610782723	-0.12167301094535	-0.144416868851401	-0.0204663934697769	-0.0227438579060512	-1	0.0808555983700523	0.0940181376395957	1	0.0227438579060512	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_COAGULATION	3	3	0.29482624062836	0.278188046260595	0.298471771085094	0.276037725764734	-0.0166381943677654	-0.0224340453203603	-1	0.0808555983700523	0.0940181376395957	1	0.0224340453203603	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_ESTROGEN_RESPONSE_LATE	3	3	0.302609233382002	0.28321690028113	0.303729833007085	0.284010505081298	-0.0193923331008722	-0.0197193279257868	-1	0.0808555983700523	0.0940181376395957	1	0.0197193279257868	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_HEME_METABOLISM	3	3	0.368939220428107	0.352016208358456	0.371748930491583	0.352227792534541	-0.0169230120696516	-0.0195211379570419	-1	0.0808555983700523	0.0940181376395957	1	0.0195211379570419	Higher_in_Lineage_5	FALSE
BoMac	Day1	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_OXIDATIVE_PHOSPHORYLATION	3	3	0.591325211333861	0.572688868637712	0.590423486470643	0.572264069197878	-0.0186363426961484	-0.0181594172727647	-1	0.0808555983700523	0.0940181376395957	1	0.0181594172727647	Higher_in_Lineage_5	FALSE
