Model	Day	Contrast	Pathway	logFC	AveExpr	t	P.Value	adj.P.Val	B	Significant_FDR_0_05	Direction
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.0316864383735925	0.297673841111952	-9.18823816472218	8.69898735398984e-06	0.000398920026533266	3.56289552702322	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_APICAL_SURFACE	-0.0298438599130145	0.219230343032478	-8.3811540992358	1.80559937120582e-05	0.000398920026533266	2.76790257816604	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_NOTCH_SIGNALING	-0.0476467142635998	0.389581565341882	-8.08537906343646	2.3935201591996e-05	0.000398920026533266	2.46104155173423	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.0302062837242792	0.579427115984947	-7.56569237033216	3.78653959315422e-05	0.000473317449144277	1.94810566310678	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.0330606256958195	0.285361566914835	-7.02556489759636	7.05214336304259e-05	0.000705214336304259	1.28542044404647	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_E2F_TARGETS	0.0410954226670442	0.641031121217767	6.27968316371415	0.000162465290155379	0.00116242674572965	0.379226312908908	TRUE	Higher_in_numerator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_P53_PATHWAY	-0.0321113224232604	0.359642670908974	-6.25318707954377	0.000167560708066868	0.00116242674572965	0.345738970675208	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_HEME_METABOLISM	-0.0169230120696516	0.362807807632663	-6.0818607215792	0.000196515970470332	0.00116242674572965	0.161293674495449	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_IL2_STAT5_SIGNALING	-0.0148538682565589	0.235876603966938	-5.92579514078342	0.000228165256700819	0.00116242674572965	-0.0112066436529821	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_ESTROGEN_RESPONSE_LATE	-0.0193923331008722	0.293989255987825	-5.92012256859119	0.000248926921170314	0.00116242674572965	-0.0831187871277077	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_XENOBIOTIC_METABOLISM	-0.0361266587936945	0.309609334907733	-5.8978528182131	0.000255733884060523	0.00116242674572965	-0.112323003359287	TRUE	Higher_in_denominator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_G2M_CHECKPOINT	0.0479182542078123	0.640240954186334	5.72017490426964	0.000317899619628415	0.00127311830430384	-0.347742699583934	TRUE	Higher_in_numerator
BoMac	Day1	M_bovis_vs_Lineage_5	HALLMARK_HEDGEHOG_SIGNALING	-0.0283004791048558	0.271189630376448	-5.68754932476308	0.000331010759118998	0.00127311830430384	-0.391440389823416	TRUE	Higher_in_denominator
