Model	Day	Contrast	Group1	Group2	Pathway	N_Group1	N_Group2	Mean_Group1	Mean_Group2	Median_Group1	Median_Group2	Delta_mean	Delta_median	Rank_biserial	P_value	FDR	Absolute_effect_size	Absolute_delta_median	Direction	Significant_FDR_0_05
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_INTERFERON_ALPHA_RESPONSE	3	3	0.419418931264324	0.597373244321905	0.408946846337571	0.594092434992972	0.177954313057581	0.185145588655401	1	0.0808555983700523	0.168449163270942	1	0.185145588655401	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_INTERFERON_GAMMA_RESPONSE	3	3	0.289965746307608	0.417816222935922	0.283461292155237	0.416363201570977	0.127850476628313	0.13290190941574	1	0.0808555983700523	0.168449163270942	1	0.13290190941574	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_DNA_REPAIR	3	3	0.4151949039271	0.452664764835017	0.416504973665075	0.457136969914343	0.0374698609079169	0.0406319962492687	1	0.0808555983700523	0.168449163270942	1	0.0406319962492687	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_MITOTIC_SPINDLE	3	3	0.643800185897266	0.598175309044833	0.642913668614569	0.602769756751719	-0.0456248768524338	-0.0401439118628503	-1	0.0808555983700523	0.168449163270942	1	0.0401439118628503	Higher_in_Control	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_IL6_JAK_STAT3_SIGNALING	3	3	0.238930097821292	0.272486104201486	0.239993259123456	0.273325730506613	0.0335560063801942	0.033332471383157	1	0.0808555983700523	0.168449163270942	1	0.033332471383157	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_INFLAMMATORY_RESPONSE	3	3	0.171205094741172	0.199125057887917	0.169809943642903	0.200615016345393	0.0279199631467447	0.0308050727024898	1	0.0808555983700523	0.168449163270942	1	0.0308050727024898	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_ANGIOGENESIS	3	3	0.621486207386795	0.59772742512208	0.623716292224795	0.596120806652629	-0.0237587822647155	-0.0275954855721661	-1	0.0808555983700523	0.168449163270942	1	0.0275954855721661	Higher_in_Control	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_UV_RESPONSE_UP	3	3	0.402389508890988	0.427495183374279	0.403075924291888	0.429277484511581	0.025105674483291	0.0262015602196927	1	0.0808555983700523	0.168449163270942	1	0.0262015602196927	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_ADIPOGENESIS	3	3	0.407780042281514	0.430178377446248	0.407339634171615	0.431791367901302	0.0223983351647347	0.0244517337296866	1	0.0808555983700523	0.168449163270942	1	0.0244517337296866	Higher_in_Lineage_5	FALSE
BoMac	Day3	Lineage_5_vs_Control	Control	Lineage_5	HALLMARK_NOTCH_SIGNALING	3	3	0.353990966724738	0.377781291801625	0.354237380218203	0.375031413759439	0.0237903250768868	0.0207940335412361	1	0.0808555983700523	0.168449163270942	1	0.0207940335412361	Higher_in_Lineage_5	FALSE
