Model	Day	Contrast	Group1	Group2	Pathway	N_Group1	N_Group2	Mean_Group1	Mean_Group2	Median_Group1	Median_Group2	Delta_mean	Delta_median	Rank_biserial	P_value	FDR	Absolute_effect_size	Absolute_delta_median	Direction	Significant_FDR_0_05
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_HYPOXIA	3	3	0.547012208472296	0.726823717961826	0.547564065238662	0.732801903782113	0.179811509489529	0.185237838543451	1	0.0808555983700523	0.130412255435568	1	0.185237838543451	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3	3	0.572887678881138	0.749878543725831	0.574531500907262	0.749239969843037	0.176990864844693	0.174708468935775	1	0.0808555983700523	0.130412255435568	1	0.174708468935775	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_CHOLESTEROL_HOMEOSTASIS	3	3	0.683831221619242	0.818154708218047	0.683324505106803	0.818038339019273	0.134323486598805	0.13471383391247	1	0.0808555983700523	0.130412255435568	1	0.13471383391247	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_E2F_TARGETS	3	3	0.692268308664463	0.587327759320465	0.692706363886191	0.579554057011996	-0.104940549343998	-0.113152306874195	-1	0.0808555983700523	0.130412255435568	1	0.113152306874195	Higher_in_Control	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_INFLAMMATORY_RESPONSE	3	3	0.42076339661411	0.522371285425243	0.421028292752792	0.523993351398116	0.101607888811133	0.102965058645324	1	0.0808555983700523	0.130412255435568	1	0.102965058645324	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_IL6_JAK_STAT3_SIGNALING	3	3	0.50459141251493	0.58533931321076	0.505118218120834	0.599309395828149	0.0807479006958299	0.0941911777073143	1	0.0808555983700523	0.130412255435568	1	0.0941911777073143	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_MTORC1_SIGNALING	3	3	0.758153761830348	0.85039454782354	0.759302174694565	0.85170095189002	0.0922407859931915	0.0923987771954549	1	0.0808555983700523	0.130412255435568	1	0.0923987771954549	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_GLYCOLYSIS	3	3	0.570879181167589	0.658151009811716	0.570670537832484	0.65950638988149	0.0872718286441274	0.0888358520490065	1	0.0808555983700523	0.130412255435568	1	0.0888358520490065	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_MITOTIC_SPINDLE	3	3	0.750973776971872	0.65313302533317	0.751447465796294	0.663547117221864	-0.0978407516387019	-0.0879003485744297	-1	0.0808555983700523	0.130412255435568	1	0.0879003485744297	Higher_in_Control	FALSE
THP-1	Day3	M_bovis_vs_Control	Control	M_bovis	HALLMARK_G2M_CHECKPOINT	3	3	0.730994939926162	0.640181131550932	0.730903085247845	0.646145034397837	-0.0908138083752301	-0.0847580508500076	-1	0.0808555983700523	0.130412255435568	1	0.0847580508500076	Higher_in_Control	FALSE
