Model	Day	Contrast	Group1	Group2	Pathway	N_Group1	N_Group2	Mean_Group1	Mean_Group2	Median_Group1	Median_Group2	Delta_mean	Delta_median	Rank_biserial	P_value	FDR	Absolute_effect_size	Absolute_delta_median	Direction	Significant_FDR_0_05
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3	3	0.502164013605779	0.749878543725831	0.497691582838019	0.749239969843037	0.247714530120052	0.251548387005018	1	0.0808555983700523	0.106388945223753	1	0.251548387005018	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_E2F_TARGETS	3	3	0.814800333799208	0.587327759320465	0.807171372300919	0.579554057011996	-0.227472574478743	-0.227617315288923	-1	0.0808555983700523	0.106388945223753	1	0.227617315288923	Higher_in_Lineage_5	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_HYPOXIA	3	3	0.524950112351481	0.726823717961826	0.524852312621138	0.732801903782113	0.201873605610344	0.207949591160975	1	0.0808555983700523	0.106388945223753	1	0.207949591160975	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_MYC_TARGETS_V2	3	3	0.771181773392066	0.620165972081504	0.779174632367564	0.601732959924808	-0.151015801310562	-0.177441672442756	-1	0.0808555983700523	0.106388945223753	1	0.177441672442756	Higher_in_Lineage_5	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_CHOLESTEROL_HOMEOSTASIS	3	3	0.653752570208557	0.818154708218047	0.65883877207857	0.818038339019273	0.16440213800949	0.159199566940704	1	0.0808555983700523	0.106388945223753	1	0.159199566940704	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_G2M_CHECKPOINT	3	3	0.805871107086204	0.640181131550932	0.793182641265809	0.646145034397837	-0.165689975535272	-0.147037606867972	-1	0.0808555983700523	0.106388945223753	1	0.147037606867972	Higher_in_Lineage_5	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_INFLAMMATORY_RESPONSE	3	3	0.387209524680342	0.522371285425243	0.380785778209961	0.523993351398116	0.135161760744901	0.143207573188154	1	0.0808555983700523	0.106388945223753	1	0.143207573188154	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_INTERFERON_ALPHA_RESPONSE	3	3	0.680800680840406	0.52025306297344	0.674608067312349	0.537359636781102	-0.160547617866966	-0.137248430531247	-1	0.0808555983700523	0.106388945223753	1	0.137248430531247	Higher_in_Lineage_5	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3	3	0.329856667107838	0.444557852392697	0.328946648466256	0.446135386208418	0.114701185284859	0.117188737742162	1	0.0808555983700523	0.106388945223753	1	0.117188737742162	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_TGF_BETA_SIGNALING	3	3	0.647170013263424	0.758120969087548	0.64798877785218	0.764569118169373	0.110950955824124	0.116580340317193	1	0.0808555983700523	0.106388945223753	1	0.116580340317193	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_COAGULATION	3	3	0.335745835682013	0.45260338792682	0.335510025646554	0.447358797089825	0.116857552244807	0.111848771443271	1	0.0808555983700523	0.106388945223753	1	0.111848771443271	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_KRAS_SIGNALING_UP	3	3	0.374365982954788	0.479052355381821	0.368593703865765	0.480433218814757	0.104686372427034	0.111839514948992	1	0.0808555983700523	0.106388945223753	1	0.111839514948992	Higher_in_M_bovis	FALSE
THP-1	Day3	M_bovis_vs_Lineage_5	Lineage_5	M_bovis	HALLMARK_IL6_JAK_STAT3_SIGNALING	3	3	0.508428684114078	0.58533931321076	0.504640371078149	0.599309395828149	0.0769106290966821	0.0946690247499997	1	0.0808555983700523	0.106388945223753	1	0.0946690247499997	Higher_in_M_bovis	FALSE
