L	R	pw.id	pw.name	pval	qval	L.logFC	R.logFC	LR.pval	LR.corr	rank	len	rank.pval	rank.corr	LR.score	L.expr	R.expr
MMP7	CD44	R-HSA-913531	REACTOME_INTERFERON_SIGNALING	6.54377640847526e-117	2.82691140846131e-114	7.04534827925751	1.15779975733877	2.63353979787345e-10	1	70	129	0.0039764071942713	1	0	4.61087495142554	-6.29354238175804
PKM	CD44	R-HSA-913531	REACTOME_INTERFERON_SIGNALING	2.4840190111211e-115	5.36548106402157e-113	1.60109210351865	1.15779975733877	9.99692305499468e-09	1	70	129	0.0039764071942713	1	0	-5.74267277772456	-6.29354238175804
MMP9	CD44	R-HSA-913531	REACTOME_INTERFERON_SIGNALING	8.65606937560831e-115	1.0779421777545e-112	3.29557824554903	1.15779975733877	3.48363112839452e-08	1	70	129	0.0039764071942713	1	0	2.40467078074529	-6.29354238175804
SPP1	CD44	R-HSA-913531	REACTOME_INTERFERON_SIGNALING	9.98094609031945e-115	1.0779421777545e-112	2.67806719132361	1.15779975733877	4.016827151252e-08	1	70	129	0.0039764071942713	1	0	5.89846355553667	-6.29354238175804
VIM	CD44	R-HSA-913531	REACTOME_INTERFERON_SIGNALING	5.11661137134377e-114	4.42075222484101e-112	1.19793724526598	1.15779975733877	2.05917788682902e-07	1	70	129	0.0039764071942713	1	0	5.17994793438261	-6.29354238175804
CXCL13	CXCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	2.64446130220405e-107	1.90401213758691e-105	4.97413986820477	2.89025149474173	1.2540716106475e-09	1	31	57	6.0863717536315e-05	1	0	5.2026978409591	7.40006687492022
CXCL13	CXCR5	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	4.3972496723178e-107	2.7137312263447e-105	4.97413986820477	2.89025149474173	1.2540716106475e-09	1	41	75	0.000400283959449945	1	0	5.2026978409591	7.40006687492022
C3	C3AR1	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	8.31628923306633e-107	4.49079618585582e-105	1.35207893600973	1.42311060473255	1.84002266460251e-08	1	41	75	0.00037751629314603	1	0	10.2884417825624	3.48664794998455
C3	C3AR1	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	3.88005652181806e-106	1.86242713047267e-104	1.35207893600973	1.42311060473255	1.84002266460251e-08	1	31	57	6.0863717536315e-05	1	0	10.2884417825624	3.48664794998455
FYN	CD86	R-HSA-9006925	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	3.33304410085422e-92	1.43987505156902e-90	1.6892930637955	3.08373627429498	1.84035242114395e-09	1	80	147	0.0144438825732708	1	0	6.78495268196423	5.58167140491352
FYN	CD80	R-HSA-9006925	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	9.18947189303729e-92	3.60895623435646e-90	1.6892930637955	4.17454751241299	5.07400032392344e-09	1	80	147	0.0144438825732708	1	0	6.78495268196423	7.89310438148017
CD274	CD80	R-HSA-9006925	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	1.01170987645426e-91	3.64215555523534e-90	3.91806734467161	4.17454751241299	5.58619287440768e-09	1	80	147	0.0144438825732708	1	0	4.53781511799451	7.89310438148017
CD86	CD80	R-HSA-9006925	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	1.38361329664037e-90	4.26943531534744e-89	3.08373627429498	4.17454751241299	7.63967113350367e-08	1	80	147	0.0144438825732708	1	0	5.58167140491352	7.89310438148017
CD80	CD86	R-HSA-9006925	REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	1.38361329664037e-90	4.26943531534744e-89	4.17454751241299	3.08373627429498	7.63967113350367e-08	1	80	147	0.0144438825732708	1	0	7.89310438148017	5.58167140491352
RIMS2	ABCA1	R-HSA-9006931	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	3.71880940671936e-77	1.07101710913517e-75	1.92346330790247	2.05984263577776	3.49203874062551e-06	1	70	128	0.0149241334851253	1	0	4.95484608179853	-4.87905228797607
TIMP3	ADAM17	R-HSA-9658195	REACTOME_LEISHMANIA_INFECTION	2.08427925432899e-76	5.62755398668826e-75	2.30696412148569	1.13626871185082	3.89530756144019e-09	1	47	87	0.00563281277627708	1	0	-5.96377780232185	4.96881595603684
LIF	IL6ST	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	1.13108828311224e-74	2.87429493120286e-73	9.79269908402022	1.62011622526586	1.89510631873996e-10	1	66	120	0.0161308945858872	1	0	-1.38061262078737	-6.29354238175804
EBI3	IL6ST	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	4.5337320844011e-74	1.08809570025626e-72	6.75868483989798	1.62011622526586	7.59613944278659e-10	1	66	120	0.0161308945858872	1	0	5.23019224404295	-6.29354238175804
C3	C3AR1	R-HSA-9658195	REACTOME_LEISHMANIA_INFECTION	8.23839667050476e-74	1.87315124297792e-72	1.35207893600973	1.42311060473255	1.84002266460251e-08	1	47	86	0.00563281277627708	1	0	10.2884417825624	3.48664794998455
VEGFA	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	2.04567381990795e-73	4.41865545100118e-72	3.70154555404028	2.38896724692182	1.08577698646606e-11	1	65	119	0.0181481450384654	1	0	-5.91158976558469	-3.36998738355518
VWF	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	7.1890672885887e-73	1.47889384222396e-71	3.21081458943106	2.38896724692182	3.81572259474718e-11	1	65	119	0.0181481450384654	1	0	4.41941938963294	-3.36998738355518
MFGE8	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	4.49290597587006e-72	8.82243355261757e-71	2.31355712746653	2.38896724692182	2.38468804922919e-10	1	65	119	0.0181481450384654	1	0	-0.84493293799727	-3.36998738355518
SPP1	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	2.03482395207065e-70	3.82193020562835e-69	2.67806719132361	2.38896724692182	1.08001823026099e-08	1	65	119	0.0181481450384654	1	0	5.89846355553667	-3.36998738355518
TGFB3	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	2.2762945729241e-70	4.09733023126338e-69	2.74834847373539	2.38896724692182	1.20818296526363e-08	1	65	119	0.0181481450384654	1	0	6.07285085133452	-3.36998738355518
COL5A3	SDC3	R-HSA-9694516	REACTOME_SARS_COV_2_INFECTION	5.58151607056446e-70	9.64485976993538e-69	2.4332589317721	1.63013230281839	3.9574163502582e-11	1	75	137	0.0279926789170254	1	0	5.15008046962496	-4.05423592273647
L1CAM	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	1.99901304982936e-69	3.32143706740879e-68	2.62327150260782	2.38896724692182	1.06101097057971e-07	1	65	119	0.0181481450384654	1	0	-4.2002798230114	-3.36998738355518
TGM2	ITGB3	R-HSA-5683057	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	2.36589501797291e-69	3.78543202875665e-68	1.29178780039669	2.38896724692182	1.25573996103898e-07	1	65	119	0.0181481450384654	1	0	5.65994735902681	-3.36998738355518
TFPI	SDC4	R-HSA-9694516	REACTOME_SARS_COV_2_INFECTION	2.97900272208513e-67	4.59617562835991e-66	4.52504991398519	1.10698686651405	2.11217775435898e-08	1	75	137	0.0279926789170254	1	0	6.4157363873969	2.46133119232703
TGM2	SDC4	R-HSA-9694516	REACTOME_SARS_COV_2_INFECTION	2.85005548199355e-65	4.24559989041798e-64	1.29178780039669	1.10698686651405	2.02075135518578e-06	1	75	137	0.0279926789170254	1	0	5.65994735902681	2.46133119232703
APOE	LDLR	R-HSA-8856828	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	3.81242773473277e-59	5.48989593801518e-58	3.76987182464697	3.02283453955443	6.48701564788919e-14	1	45	83	0.0172463736369068	1	0	3.03129646783296	2.74800275145178
VEGFA	ITGB3	R-HSA-9006936	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	7.0089227169966e-58	9.76727294755656e-57	3.70154555404028	2.38896724692182	1.08577698646606e-11	1	50	91	0.0193240393996519	1	0	-5.91158976558469	-3.36998738355518
CXCL13	CXCR5	R-HSA-375276	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	7.85518808911391e-58	1.06045039203038e-56	4.97413986820477	2.89025149474173	1.2540716106475e-09	1	12	23	2.96594851663121e-05	1	0	5.2026978409591	7.40006687492022
C3	C3AR1	R-HSA-375276	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	2.10434142571241e-57	2.75477423002352e-56	1.35207893600973	1.42311060473255	1.84002266460251e-08	1	12	23	2.57405051989799e-05	1	0	10.2884417825624	3.48664794998455
