R0168 R0169 R0171 R0187 R0189 R0190 R0318 R0320 R0322 R0330 R0332 R0334 R0420 R0422 R0424 R0426 R0428 R0430
ENSG00000227613 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 0 0
ENSG00000116183 228 136 268 216 214 262 240 447 466 203 354 344 569 427 724 533 940 694
ENSG00000116218 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2
ENSG00000226251 168 291 158 143 100 138 38 32 22 18 57 48 34 68 72 22 38 38
ENSG00000270106 11 6 3 7 4 6 2 7 4 5 2 6 5 0 2 0 1 3
ENSG00000232194 4 3 0 0 2 0 36 22 29 0 8 6 65 130 52 51 209 84
ENSG00000235152 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0
ENSG00000225826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000231612 77 41 44 37 34 34 0 5 0 22 11 23 4 0 2 10 4 8
ENSG00000237980 7 9 19 33 8 43 30 28 50 28 22 23 10 25 24 37 42 46
ENSG00000271036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000226235 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0
ENSG00000230849 4 8 4 10 0 2 4 10 0 4 6 2 4 7 4 2 6 2
ENSG00000170382 2 2 10 0 18 8 0 4 0 2 2 2 12 0 10 10 2 22
ENSG00000228664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000226868 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000279401 4 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4
ENSG00000272362 0 2 0 0 0 2 0 6 2 0 2 7 2 0 2 0 0 2
ENSG00000287450 0 0 0 0 2 0 0 0 0 0 2 2 6 1 3 5 1 7
ENSG00000237011 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000226552 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
ENSG00000272574 42 35 44 34 27 37 34 24 48 16 21 37 28 25 41 18 37 24
ENSG00000233583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000286071 8 0 4 6 0 2 2 6 0 0 9 8 0 4 0 0 0 6
ENSG00000066027 17145 17657 16620 15559 14315 18737 8012 8785 8769 6918 9467 9781 11934 8141 14802 12607 14776 23069
ENSG00000162733 120 80 108 92 134 133 164 216 282 66 86 150 671 110 584 438 253 612
ENSG00000233003 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000286263 0 0 0 0 0 2 6 2 6 7 2 14 4 0 10 6 6 16
ENSG00000117477 0 2 2 0 0 0 0 1 6 0 0 0 2 0 22 2 19 22
ENSG00000227006 0 0 4 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0
ENSG00000236372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000224525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000188770 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000173728 0 0 0 0 0 0 0 0 0 0 0 0 5 0 11 2 14 0
ENSG00000094975 10674 9397 10222 9167 8049 10129 7406 8720 9375 1065 1781 4689 7498 4475 9965 5430 5864 8470
ENSG00000225723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000225811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000273093 0 2 0 6 4 2 0 0 4 2 0 6 19 0 21 15 6 8
ENSG00000162772 12993 10605 12205 21623 18849 23637 31990 39778 39632 5612 6992 6975 48566 70488 74842 36742 35803 59474
ENSG00000227818 0 0 0 0 0 0 0 0 0 0 4 0 2 0 0 0 0 0
ENSG00000135828 9672 8694 9125 11281 10684 13011 7265 9069 8737 3704 5232 7003 2824 9520 4076 3906 3277 5163
ENSG00000224227 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000286398 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
ENSG00000237520 4 16 2 0 0 2 14 24 4 45 64 18 0 8 2 4 10 8
ENSG00000076356 1088 550 1074 1047 924 1148 102 248 182 84 217 155 64 26 102 60 96 88
ENSG00000215819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000185523 3 6 2 0 1 11 4 8 0 10 11 6 2 4 5 15 25 12
ENSG00000236108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSG00000116711 3029 2886 3143 2228 2298 2606 3510 4405 4209 879 1382 3187 557 1781 740 271 706 512
ENSG00000231684 11 8 8 8 6 5 6 6 8 16 10 16 30 6 27 3 34 20
ENSG00000226750 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000285665 84 106 90 95 110 99 107 71 108 57 51 119 54 125 62 118 159 113
ENSG00000231022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000224436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000228208 2 4 0 4 2 2 0 0 7 4 0 0 4 4 0 0 0 0
ENSG00000273384 0 0 0 2 2 1 0 0 0 0 0 2 2 0 0 0 0 0
ENSG00000238061 34 20 26 22 17 47 24 42 36 0 2 20 167 59 210 79 59 61
ENSG00000243323 354 202 224 1098 1056 1230 236 289 297 539 528 494 33 215 85 78 42 44
ENSG00000234915 4 0 0 5 0 9 3 8 2 0 12 12 4 2 0 10 2 0
ENSG00000143845 16 18 20 24 48 28 2 18 22 38 26 34 122 61 160 160 180 260
ENSG00000235862 0 2 0 2 0 0 0 2 2 0 0 0 0 0 0 6 4 0
ENSG00000069812 0 0 0 8 8 2 0 0 0 0 0 4 196 17 134 59 28 86
ENSG00000227585 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
ENSG00000157060 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000237213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000236439 35 66 27 18 24 30 37 43 16 28 39 43 71 44 68 45 83 54
ENSG00000224260 0 0 0 0 0 0 0 0 0 0 0 0 2 0 4 1 0 0
ENSG00000213045 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000009790 11061 12020 9233 12034 11334 13481 2537 2632 2412 4317 5731 7030 3198 3861 4397 870 2317 1550
ENSG00000287220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000230063 0 1 2 0 5 3 0 4 2 0 2 2 0 2 0 11 4 0
ENSG00000235467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSG00000274886 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116698 14604 9176 14540 14682 12958 16129 8326 15516 15556 19792 24406 20172 12502 10224 15792 13020 13477 18397
ENSG00000162813 8556 9022 7517 6396 5541 7131 7539 6060 5772 5223 6708 6529 4373 8797 6153 2124 6233 4463
ENSG00000231871 92 106 97 103 139 97 90 117 82 117 174 87 25 60 38 24 18 16
ENSG00000123684 21877 18974 21966 33319 29340 37784 11769 16301 16579 5807 8732 13706 4494 6549 5783 4136 6295 6478
ENSG00000117707 64 52 122 98 86 94 72 100 159 12 32 52 96 58 102 126 114 114
ENSG00000228044 0 0 0 0 0 0 2 4 16 4 0 5 24 25 21 6 8 17
ENSG00000225338 2 11 4 1 0 4 10 2 12 2 14 7 25 3 49 12 22 4
ENSG00000224407 36 93 45 41 71 43 58 40 20 69 95 52 43 25 29 16 10 26
ENSG00000232463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
ENSG00000237457 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
ENSG00000230630 0 2 4 4 22 16 42 17 27 6 2 4 0 2 0 0 0 0
ENSG00000225171 21 38 25 15 15 26 46 25 18 2 2 16 10 20 27 15 36 18
ENSG00000226843 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000196482 10 6 14 28 56 50 10 14 22 0 4 4 10 0 2 2 12 5
ENSG00000235386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000123836 1576 1308 1411 1457 1405 1655 182 239 201 223 376 349 211 62 170 125 297 125
ENSG00000213690 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
ENSG00000223982 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 2 2 2
ENSG00000229832 9 11 12 2 10 16 0 14 6 2 0 10 18 5 7 10 24 8
ENSG00000287902 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000117691 8905 11280 7626 11473 11506 13379 7626 5557 4938 8977 10011 7640 5371 7687 8402 4867 10390 11864
ENSG00000118873 22753 18073 22672 22211 20021 25382 11136 16337 17270 4176 6332 15323 12181 9627 16109 8045 12296 12566
ENSG00000225233 3 0 0 0 0 0 2 6 0 0 0 0 2 0 0 2 0 4
ENSG00000274895 0 0 2 0 0 0 4 6 6 0 0 4 0 2 2 0 0 0
ENSG00000237514 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSG00000287856 0 0 0 2 1 0 4 0 0 0 0 0 1 2 9 7 1 0
ENSG00000230739 0 2 0 1 0 2 0 0 0 0 0 0 4 0 2 0 0 2
ENSG00000198468 164 148 122 177 157 196 28 46 56 86 76 121 50 60 70 76 96 86
ENSG00000228067 28 42 20 40 48 62 22 13 22 2 11 4 39 51 64 46 42 96
ENSG00000284299 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000226375 1 1 0 6 6 0 9 10 4 0 2 0 2 6 0 2 1 3
ENSG00000203705 2323 2571 1933 1858 1527 2021 2529 1947 1808 1428 1869 2071 1150 1416 1618 992 1964 1695
ENSG00000224040 2 10 2 2 0 6 8 8 3 5 0 6 5 2 10 2 14 4
ENSG00000228686 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
ENSG00000279838 792 438 736 633 561 605 117 174 223 11 28 114 167 145 129 108 49 120
ENSG00000227860 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000286198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000174175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
ENSG00000236401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000241475 0 0 0 0 0 0 11 0 2 0 0 3 6 11 2 4 22 0
ENSG00000215800 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000081237 69921 63058 69302 66728 58654 75472 31076 38880 41934 5414 8286 28225 12180 38736 19403 5019 8323 9964
ENSG00000286421 0 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 2 1
ENSG00000270936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000008118 0 0 0 8 14 18 0 0 0 0 0 0 21 8 62 16 36 38
ENSG00000171161 7668 6770 6833 7939 7562 8998 5816 6814 6756 11449 12780 8815 8966 8165 12166 8178 11817 12767
ENSG00000117143 5938 7104 5344 5031 4389 5804 8781 7389 7559 3107 3736 6175 9963 9739 13931 8766 15200 17766
ENSG00000241505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000152332 51837 38049 54794 52585 44707 60984 34403 55113 56343 27552 41086 54457 24308 27650 28979 21225 26572 29411
ENSG00000224535 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 3
ENSG00000282097 1 2 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0
ENSG00000261453 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000231020 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000270818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000273062 2 4 2 4 4 6 0 0 2 2 0 0 0 12 0 6 2 12
ENSG00000162757 1210 1190 1120 1466 1242 1676 1261 1221 1163 1270 1637 1214 566 793 812 549 1188 1049
ENSG00000196878 5026 4213 4381 4152 4173 4460 2048 2683 2241 4564 5461 4391 17955 4015 21962 4467 32586 8613
ENSG00000133059 3029 2158 2769 3975 3749 4315 1085 1748 1778 2258 2918 2595 1234 1121 1590 1651 1677 1933
ENSG00000186007 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 8 2
ENSG00000225561 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0
ENSG00000270585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000224668 4 0 2 2 0 2 0 0 6 2 1 1 0 0 2 2 0 0
ENSG00000242529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000260805 114 132 88 182 148 181 92 78 52 128 122 152 34 60 70 60 68 86
ENSG00000203721 132 82 141 495 429 514 68 89 116 20 22 111 377 83 424 492 277 392
ENSG00000074964 10779 8704 10174 9293 9267 11100 3356 4476 4406 6444 7538 5842 4355 3530 6293 2681 3202 3433
ENSG00000223847 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
ENSG00000277704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000116918 16321 19427 14815 15933 13546 18294 9879 7811 7896 3487 4989 8949 10304 10808 13429 6414 11832 12486
ENSG00000227141 0 0 0 0 0 2 0 0 0 34 39 16 2 0 0 0 0 0
ENSG00000285053 523 556 491 527 455 537 438 476 588 213 320 484 446 625 410 576 795 718
ENSG00000274020 951 995 872 863 777 931 1312 1235 1382 963 1215 1143 1380 1737 2075 920 1209 1585
ENSG00000231767 80 139 71 38 63 40 95 69 44 37 33 55 149 50 154 30 118 33
ENSG00000287445 12 22 31 69 45 60 32 25 29 75 83 77 12 13 29 14 29 55
ENSG00000259815 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000235121 2 16 13 13 18 28 47 64 74 22 49 52 0 24 4 0 1 17
ENSG00000227591 16 17 8 18 11 12 6 5 2 24 21 28 62 53 152 33 59 56
ENSG00000240963 0 2 0 0 0 0 4 0 4 0 1 2 3 2 22 0 0 6
ENSG00000226570 0 0 0 0 0 2 0 0 0 10 0 6 0 0 0 0 2 0
ENSG00000198929 558 273 544 491 503 620 358 1079 1134 804 1050 710 1622 627 2367 795 383 800
ENSG00000287336 4 6 12 4 9 7 4 14 8 3 8 10 4 4 6 2 4 0
ENSG00000272167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000230628 6 8 4 0 0 4 38 28 24 4 14 12 221 49 277 16 36 72
ENSG00000162771 14 6 20 48 38 36 30 20 26 2 20 2 10 36 15 18 6 36
ENSG00000227579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000237292 1 4 0 2 0 0 0 4 0 0 0 0 0 0 0 4 0 0
ENSG00000176393 27135 26366 24476 26908 24915 30378 15412 15622 14276 26298 30182 21852 8587 13734 12359 6937 14618 13020
ENSG00000174606 6309 5553 6517 6458 5519 7348 3460 4453 4476 2719 3727 4357 2208 2544 2523 2967 3929 4685
ENSG00000179914 14 18 0 28 24 21 0 0 0 10 0 2 0 0 0 0 0 0
ENSG00000235750 3927 2774 3730 3483 3126 4091 1421 2049 2151 1747 1965 1552 2314 2228 3232 1220 1130 1995
ENSG00000284376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234996 2 2 0 6 2 10 2 18 18 58 94 46 18 38 38 4 20 28
ENSG00000121446 75 52 72 213 215 262 48 52 69 0 3 6 4 8 5 24 12 4
ENSG00000123689 7388 9484 7008 2884 2922 3626 5230 3764 3162 2320 2929 2859 164078 50785 237149 37021 224568 92363
ENSG00000226758 20 6 22 21 23 38 5 22 18 9 15 3 3 3 5 40 9 7
ENSG00000230199 0 1 0 0 0 1 1 0 1 1 1 0 4 0 0 0 3 2
ENSG00000236905 0 8 4 12 2 2 0 0 0 8 0 0 4 12 10 4 0 0
ENSG00000233304 0 0 0 0 0 0 0 2 4 0 0 0 37 0 36 22 24 34
ENSG00000288007 80 105 87 92 107 108 3 28 22 18 23 20 6 20 6 6 0 4
ENSG00000227887 6 0 2 0 4 0 4 10 0 12 8 6 6 2 6 2 6 4
ENSG00000223396 952 728 718 790 781 842 680 888 881 1271 1580 1331 768 927 1132 728 1011 915
ENSG00000116903 9489 8856 9403 10099 9115 11668 8826 10624 10720 5507 7665 10591 6409 7502 7206 6636 8743 9763
ENSG00000228255 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSG00000118194 0 0 0 2 0 0 0 0 0 0 4 0 8 0 2 1 0 4
ENSG00000281406 0 0 0 4 0 8 2 0 0 0 2 6 4 0 0 0 6 0
ENSG00000237845 4 2 9 4 4 2 0 10 0 13 2 1 2 0 0 3 0 4
ENSG00000270708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000226196 8 8 2 62 20 33 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143333 53545 50705 50617 36199 33854 41980 123214 111616 105021 14918 20767 21227 187575 598360 289721 119716 209055 241900
ENSG00000285910 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000287354 2 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0
ENSG00000254706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233827 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198626 4 6 0 18 8 4 2 10 11 0 6 4 2 0 0 2 0 0
ENSG00000198797 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 4 0
ENSG00000271746 6 6 2 12 14 12 18 16 6 24 12 32 0 2 2 0 6 4
ENSG00000234233 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
ENSG00000151414 14700 14374 14164 19275 16271 22265 10557 11258 11531 2363 3747 9376 6099 9063 8525 5708 7894 10954
ENSG00000177614 9807 7862 9036 8367 8185 9617 543 783 682 1333 1463 1114 616 364 506 1097 1795 2192
ENSG00000223794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000235182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000213041 0 2 1 0 0 2 2 0 0 0 0 0 2 2 2 0 4 0
ENSG00000287157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233920 2 0 2 0 0 2 7 3 14 0 5 2 0 7 6 2 6 4
ENSG00000183831 220 107 162 113 101 139 111 229 169 304 368 372 0 83 3 20 2 6
ENSG00000285818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
ENSG00000225755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000143858 2970 2216 2446 3606 3570 4079 1344 1909 2035 206 267 390 265 510 414 410 578 598
ENSG00000197472 332 344 345 541 470 595 372 457 444 306 504 831 100 346 130 145 126 245
ENSG00000230184 7 1 11 17 18 10 0 3 4 0 6 11 2 0 1 4 0 5
ENSG00000234004 0 2 6 0 4 3 2 2 0 2 0 4 3 0 4 2 1 4
ENSG00000188585 4 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000232436 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000231718 0 0 0 0 0 0 0 2 4 0 0 0 10 0 6 0 0 4
ENSG00000283952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000230019 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
ENSG00000278694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000136643 5446 4960 5206 3168 2826 3671 2714 3027 3219 806 1222 2286 2076 1739 2734 1617 2320 2525
ENSG00000232537 12 4 8 20 36 28 0 0 2 0 0 0 0 0 4 1 8 0
ENSG00000236390 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000218283 2367 2226 1809 1876 1712 2015 2087 1932 1799 1065 1403 1799 2303 2016 3355 1860 2693 3644
ENSG00000226036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
ENSG00000285521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
ENSG00000287343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000236741 0 0 4 2 0 0 0 2 0 0 1 0 0 2 0 0 0 5
ENSG00000236317 0 0 0 6 6 2 0 1 6 1 4 0 2 0 0 0 0 0
ENSG00000227962 0 9 2 12 5 18 9 18 36 9 13 4 11 16 10 32 9 18
ENSG00000176855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000227728 0 0 0 0 2 4 0 0 0 0 1 0 0 0 0 0 0 0
ENSG00000133069 215 194 162 227 290 231 92 104 68 191 215 202 324 208 371 430 349 568
ENSG00000162877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000233461 661 672 447 346 321 473 504 431 418 334 468 603 840 948 948 590 883 1183
ENSG00000261504 232 220 287 160 203 243 254 225 203 207 186 199 172 4772 168 190 686 527
ENSG00000225401 18 11 19 13 13 17 11 13 21 2 13 38 22 10 27 9 25 11
ENSG00000228190 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000135747 24 22 17 29 42 29 48 47 45 108 136 105 6 60 13 30 12 48
ENSG00000227237 0 0 1 1 2 3 1 4 5 0 10 6 6 0 0 4 0 4
ENSG00000069248 14836 13790 14293 14390 13352 17059 11172 11965 12179 7367 10790 15464 5654 5563 7907 6442 10028 10570
ENSG00000117791 240 234 162 267 247 373 516 566 585 796 926 867 561 301 711 732 987 1131
ENSG00000232812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000177553 0 4 0 0 0 0 0 0 0 0 0 2 14 0 0 6 0 2
ENSG00000117724 5146 4204 5940 18720 18229 22568 7426 10829 12821 1655 2317 10702 1719 4162 2251 2523 1594 4256
ENSG00000225359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000231666 0 9 6 10 6 21 0 3 0 0 0 5 0 0 7 0 0 2
ENSG00000226986 2 5 2 4 6 0 2 2 0 5 10 2 6 0 0 2 0 4
ENSG00000086619 5034 4758 4873 3965 3700 4975 2852 2957 3006 968 1307 2092 2341 3291 2966 1816 2353 2756
ENSG00000242042 0 8 0 0 10 7 0 2 0 0 0 2 0 5 0 0 8 0
ENSG00000227048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234464 548 525 540 954 846 948 144 260 205 179 266 281 4 3 0 5 7 8
ENSG00000253148 2 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0
ENSG00000227751 7 52 23 8 22 12 34 23 6 65 100 26 12 6 4 4 15 4
ENSG00000228687 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 2
ENSG00000090104 101571 109666 95002 95053 80788 107310 186625 145551 146767 5515 9784 26228 101929 260811 160479 74351 63436 121443
ENSG00000285280 75 52 71 88 99 101 121 170 154 22 29 31 281 141 379 180 178 252
ENSG00000203601 2 4 0 2 2 2 0 0 0 0 0 0 2 0 0 0 0 0
ENSG00000198700 26048 18909 24944 23366 21870 27061 14013 23705 22363 24004 28579 25313 8071 13000 10684 6496 7805 8886
ENSG00000232892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000236950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000229849 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000236468 2 0 0 0 0 2 4 2 0 0 0 2 0 2 2 0 2 14
ENSG00000163568 263 286 264 217 222 243 645 557 536 18 40 110 80 2889 96 186 196 275
ENSG00000159450 348 288 284 884 973 884 91 102 144 312 394 442 62 92 88 120 84 144
ENSG00000143322 20796 13469 21915 16989 14804 18652 9868 17359 17919 2575 4355 6322 36330 38974 43495 28353 29410 37416
ENSG00000185220 1387 1437 1315 1821 1533 2097 1741 1822 1969 1633 1955 1860 1223 1133 1363 1226 1612 1634
ENSG00000226003 0 3 6 2 4 8 8 5 2 0 4 5 0 2 2 0 0 10
ENSG00000230813 41 26 36 101 105 136 0 11 1 22 36 16 0 0 0 0 0 6
ENSG00000226862 26 23 35 18 16 10 23 30 21 17 21 32 48 31 55 37 24 28
ENSG00000131791 6277 5553 5876 6267 5612 7106 4032 4827 4901 4963 6731 6746 5450 4323 7410 4318 4910 6229
ENSG00000236101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000162769 3708 3315 3466 3041 2970 3752 2730 2800 3008 1870 2727 3037 2887 2686 3357 2660 3963 3391
ENSG00000224717 0 0 2 1 4 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSG00000133065 13688 9394 13174 14128 12828 16155 6954 12151 11662 9428 12107 9462 11826 9751 14672 7013 8807 8844
ENSG00000278684 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000261060 0 0 1 0 0 0 0 0 0 6 8 8 0 0 0 0 0 0
ENSG00000236775 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
ENSG00000042781 2 4 6 8 2 18 4 2 2 2 0 10 0 4 0 0 5 0
ENSG00000234754 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0
ENSG00000233084 16 8 7 7 16 12 1 2 9 6 10 13 6 2 1 2 10 30
ENSG00000227815 49 63 52 38 40 33 56 38 26 6 12 30 27 25 19 38 61 37
ENSG00000272195 105 72 138 84 89 136 60 50 58 159 171 137 114 122 140 90 87 135
ENSG00000287046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000223774 94 105 74 74 83 93 130 67 69 28 42 46 180 39 223 110 124 158
ENSG00000282564 6 0 2 4 2 2 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000228863 2 1 2 0 4 0 6 1 0 0 0 0 2 6 8 0 2 5
ENSG00000228646 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000224818 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000229112 0 2 0 4 0 0 1 0 1 0 0 0 2 0 0 0 2 0
ENSG00000233332 0 0 0 4 0 0 0 0 0 0 0 0 10 0 2 4 0 0
ENSG00000228918 0 0 0 0 0 1 4 1 0 0 0 0 0 2 0 0 0 2
ENSG00000231984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000286213 0 0 0 3 3 2 8 1 2 0 2 0 2 0 2 1 3 3
ENSG00000226876 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
ENSG00000277462 1177 1034 1080 1680 1444 1788 1613 1524 1561 834 1176 1882 1298 1226 1574 1559 1847 2053
ENSG00000225591 11 14 0 15 22 12 7 13 7 3 6 8 10 6 10 8 16 8
ENSG00000035687 10823 11167 9864 9869 8713 11381 13133 12503 12716 4658 6228 11245 5476 6611 7674 3815 9441 7964
ENSG00000230424 102 112 104 161 119 122 122 126 147 169 217 159 233 188 371 106 224 282
ENSG00000213080 40 37 34 30 25 34 49 28 55 22 39 32 162 58 156 35 104 86
ENSG00000182898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
