R0235 R0236 R0238 R0251 R0252 R0253 R0324 R0326 R0328 R0336 R0338 R0340 R0348 R0350 R0352 R0360 R0362 R0364
ENSBTAG00000021755 91 40 64 47 92 64 69 73 47 52 69 49 71 70 90 89 100 80
ENSBTAG00000001060 490 546 457 584 570 646 1370 1045 1084 1111 1084 1001 714 610 778 631 738 838
ENSBTAG00000009949 16479 17027 14929 16919 17789 15751 10257 14995 8923 14848 13913 12857 19644 16364 20055 14943 16539 17282
ENSBTAG00000015172 28837 30406 26655 31762 31407 29759 24370 27500 19606 37236 34447 31534 39384 32404 39383 37500 41030 46511
ENSBTAG00000015170 74 64 72 40 57 23 60 66 27 74 16 26 73 81 116 62 79 44
ENSBTAG00000015169 18909 20196 17971 21731 21620 20181 13732 15035 11391 22566 20495 20119 17683 14876 17800 22510 24802 29130
ENSBTAG00000013302 11074 11100 10740 12419 11137 9565 8681 12137 8171 12233 9018 9042 14710 13383 15468 13624 14677 14771
ENSBTAG00000029990 0 0 5 2 1 0 0 0 0 2 0 0 2 0 0 2 3 8
ENSBTAG00000043334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000026842 3277 3604 3025 3921 3734 3472 1762 2244 1475 3758 2896 2734 2854 2444 2811 2874 3112 3143
ENSBTAG00000050570 0 3 0 2 0 0 0 2 2 6 0 2 0 0 2 6 4 8
ENSBTAG00000013449 20739 20903 18930 21218 21938 19938 16800 18207 13498 21687 19700 18829 21296 17439 21804 21377 23976 25260
ENSBTAG00000048332 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
ENSBTAG00000014409 108 134 137 79 90 61 60 32 35 48 63 38 59 28 55 46 79 74
ENSBTAG00000014158 10453 10660 9330 12975 11880 10844 5763 8729 5469 11758 9860 10290 12104 9997 11883 12382 13095 13365
ENSBTAG00000008039 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000018753 40 48 86 62 59 50 15 41 13 46 58 40 38 25 58 39 58 74
ENSBTAG00000010977 81 91 105 148 159 182 308 274 238 375 381 485 445 394 442 941 1174 1383
ENSBTAG00000054336 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000008390 28982 29702 26791 25820 25515 23483 17757 22566 13555 21535 20156 19189 32184 27748 33775 22956 24855 27846
ENSBTAG00000018744 5605 5728 5376 6392 5661 4138 5298 4923 4659 5936 2873 3039 4549 4059 5201 5334 5898 4837
ENSBTAG00000051395 874 994 955 955 888 934 1252 1363 1107 1083 1432 1293 1291 1178 1227 852 1029 1393
ENSBTAG00000053080 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000052239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000048356 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000012100 2 0 0 9 10 8 2 6 1 21 22 6 30 33 24 41 51 90
ENSBTAG00000050322 76 63 39 86 82 91 19 38 12 76 41 56 36 45 55 80 75 78
ENSBTAG00000044009 112 168 134 60 55 28 76 106 66 44 30 20 135 83 97 15 33 24
ENSBTAG00000005238 563 574 510 747 713 509 177 175 187 584 317 326 255 200 233 307 341 251
ENSBTAG00000000937 34752 34732 30976 32563 30555 27731 21223 26740 17504 26674 21592 20750 28563 23950 28374 25963 27134 26816
ENSBTAG00000005234 74 56 113 76 155 136 72 42 48 114 86 82 46 18 44 26 56 66
ENSBTAG00000001755 0 2 2 0 0 2 0 0 0 0 0 0 0 0 2 0 0 2
ENSBTAG00000047036 5 12 13 22 18 12 60 45 24 36 32 24 17 12 23 18 16 14
ENSBTAG00000009257 1 4 0 2 0 2 0 2 2 0 2 0 0 0 2 0 0 0
ENSBTAG00000009256 0 0 0 4 4 6 2 0 0 10 0 2 4 0 4 2 0 0
ENSBTAG00000021103 10014 10824 9635 10516 10555 9782 6811 8852 6081 12087 12316 10901 10635 9143 10913 10445 12232 13679
ENSBTAG00000003401 45615 48065 43519 45340 44579 42567 49055 53640 38973 50510 48046 42683 63998 54656 63554 44797 50156 57297
ENSBTAG00000050811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000043956 15022 16192 13723 18642 18960 18007 19357 16421 15009 18696 20034 18247 19222 16219 19064 18322 22023 26452
ENSBTAG00000045838 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
ENSBTAG00000052891 18 22 12 32 18 6 24 12 2 14 18 23 20 14 24 14 20 19
ENSBTAG00000028219 0 3 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
ENSBTAG00000044578 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000050289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000021726 6391 6656 5862 7256 7089 6493 2231 4351 1960 6161 5641 6295 7679 6738 7714 7937 8012 9096
ENSBTAG00000003120 921 884 933 1043 906 847 507 563 437 744 522 490 630 544 553 671 688 682
ENSBTAG00000005235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000046904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000001861 5557 5474 5009 5961 6177 5708 4711 4881 3819 5185 4539 4612 6026 4978 6071 6208 6903 6808
ENSBTAG00000042773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000055273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000053651 4 10 4 0 10 2 8 0 0 14 6 6 4 6 4 4 4 7
ENSBTAG00000015077 8004 8171 7535 6966 6902 5715 7964 9399 5887 7804 5671 5372 12146 10303 12228 6451 6955 7116
ENSBTAG00000016785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
ENSBTAG00000027875 124 128 132 113 119 69 18 12 12 54 28 26 45 40 28 101 104 95
ENSBTAG00000010221 7178 7449 6767 6236 6081 5385 7264 6654 5478 6604 5532 5043 7354 5988 7267 5416 6348 6515
ENSBTAG00000053329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000053626 36 12 13 30 14 12 6 6 5 4 2 4 11 0 3 10 8 6
ENSBTAG00000002112 2982 3087 2577 3507 3548 3115 1943 2660 1923 3673 3565 3598 3601 2825 3433 4057 4400 5042
ENSBTAG00000050057 10 10 13 14 24 20 22 18 10 2 2 8 16 16 12 16 4 14
ENSBTAG00000050695 2 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 2 2
ENSBTAG00000021494 390 479 487 421 422 408 813 555 664 476 471 551 715 558 677 449 586 679
ENSBTAG00000018473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000003771 59 51 61 47 42 64 46 27 37 7 18 0 29 47 42 8 18 12
ENSBTAG00000054051 0 2 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0
ENSBTAG00000020794 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000052033 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2
ENSBTAG00000007111 7170 7458 7353 7599 6190 6061 19672 15954 15086 13834 11805 11063 15860 13704 15309 7777 9098 10832
ENSBTAG00000053974 2 0 0 1 0 0 0 4 0 0 5 0 0 0 0 0 0 0
ENSBTAG00000010599 656 668 699 606 556 517 847 975 658 557 713 596 1019 836 932 547 591 722
ENSBTAG00000009517 44507 49266 42635 42274 44907 43804 23858 31592 22370 45589 58792 49933 37007 32095 36672 47446 56735 77175
ENSBTAG00000026825 135 121 80 151 123 123 122 148 120 133 137 136 149 100 164 121 179 221
ENSBTAG00000013619 0 4 0 4 0 2 4 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000052348 110 79 89 102 83 68 25 42 26 97 49 33 89 95 85 117 97 64
ENSBTAG00000054356 0 2 0 0 0 2 2 0 2 0 0 0 0 0 0 6 0 0
ENSBTAG00000009057 4 4 2 6 8 14 5 4 2 12 14 14 0 6 0 10 2 14
ENSBTAG00000009058 1291 1459 1327 1317 1244 1133 1920 1531 1416 1769 1894 1485 1607 1412 1420 1223 1536 1862
ENSBTAG00000020855 7878 7275 6573 9836 8036 6772 3157 5851 3244 6939 4110 4812 9161 7794 9742 10867 10921 8585
ENSBTAG00000052709 1436 1347 1172 982 931 935 743 1185 581 705 547 658 1440 1403 1605 917 957 975
ENSBTAG00000018236 3021 3123 2887 3990 3705 3441 2548 2461 2067 4719 3848 3921 2258 2061 2417 3732 4537 4865
ENSBTAG00000001098 4498 4594 4364 4962 4993 4523 3137 3700 2697 4744 4445 4205 5062 4419 5196 4930 5642 5934
ENSBTAG00000001097 4303 4789 4031 5171 5300 5457 2727 3347 2445 4466 5426 4860 4833 3963 4885 4195 4969 5997
ENSBTAG00000043360 0 4 0 2 4 0 0 0 0 2 0 0 0 0 0 4 2 0
ENSBTAG00000026829 4824 4809 4584 4742 4414 3987 5404 4574 4436 5836 6109 5130 5598 4818 5363 5190 6243 7088
ENSBTAG00000033254 242 246 214 246 235 274 201 207 176 228 235 241 236 187 268 237 238 282
ENSBTAG00000032021 33003 35627 31066 33294 33495 30944 40813 33174 29390 34426 34491 28495 29857 25724 29769 28259 33651 39658
ENSBTAG00000001096 3069 3183 3018 2834 2821 2815 2865 3028 2314 2729 2853 2526 4312 3676 4356 2722 3208 3986
ENSBTAG00000049058 7098 7499 6770 16212 15368 13585 24990 20525 19974 29693 31076 26717 17848 15542 18258 20421 25294 30299
ENSBTAG00000019464 22 20 16 8 20 16 7 12 10 20 12 15 29 36 23 18 24 8
ENSBTAG00000050089 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000051422 25 19 5 29 23 15 28 19 22 37 13 20 13 22 19 26 40 22
ENSBTAG00000011682 276 274 231 559 508 483 601 525 576 856 477 578 427 346 391 617 550 607
ENSBTAG00000014405 5804 6166 5557 6458 5682 5089 4539 4370 3714 4309 3538 3414 4835 4117 4798 4400 4491 4853
ENSBTAG00000007765 0 4 4 2 0 7 5 6 0 4 0 0 2 10 2 2 6 4
ENSBTAG00000019781 18267 17476 16958 21943 19492 15680 24397 23061 19959 21808 14315 13851 21207 18374 22613 22582 24034 23199
ENSBTAG00000042858 7 2 13 6 16 13 3 16 5 6 0 6 4 10 13 0 15 5
ENSBTAG00000054850 6 3 11 8 4 8 3 4 1 12 8 0 8 2 2 0 0 3
ENSBTAG00000006168 10380 10793 9868 10402 10545 9634 12672 11982 9513 11140 11233 9650 12484 11034 12837 9892 10641 13168
ENSBTAG00000039522 6 8 14 10 17 16 4 9 10 13 18 8 12 6 20 14 8 8
ENSBTAG00000043135 0 2 0 0 0 0 14 0 1 0 3 2 0 0 0 2 2 0
ENSBTAG00000053411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000019387 12305 13431 12201 10591 11086 10396 14683 17172 11243 12112 12958 11024 21459 17936 21002 10248 11889 15133
ENSBTAG00000016396 0 4 0 6 6 26 0 0 6 10 6 0 6 6 5 2 6 9
ENSBTAG00000049860 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000027694 3050 2950 2791 3536 3351 3098 2870 3194 2051 3589 3408 3116 3785 3395 4067 3917 4294 5002
ENSBTAG00000006059 18133 19498 17184 15519 15702 14343 24382 22715 18019 18727 17893 15393 23330 19361 23356 15346 17244 21056
ENSBTAG00000027696 381 443 391 484 519 474 491 420 417 710 700 510 478 436 453 583 683 659
ENSBTAG00000009897 16861 17380 15344 16181 15844 13985 10066 13911 8707 16746 13837 13524 18598 15963 19519 16811 18403 19407
ENSBTAG00000031918 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000050710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000049074 117 143 131 138 139 90 95 126 107 113 92 79 133 103 119 189 149 137
ENSBTAG00000054992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000019255 17556 18593 16288 21385 21081 18975 9317 12310 8359 19878 18906 18375 14626 13395 15532 21838 24194 27180
ENSBTAG00000021580 69432 73346 64595 73709 73932 68278 62617 73868 50308 67123 58844 60184 94421 78589 94085 76094 87153 90597
ENSBTAG00000045536 8 2 6 5 1 5 2 5 3 6 5 6 6 6 5 4 2 12
ENSBTAG00000054036 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000043318 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
ENSBTAG00000055121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000006693 5325 6272 5563 5547 5815 5439 5560 5750 4706 6060 6409 5477 7077 5895 7026 5600 6781 7512
ENSBTAG00000031898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000015840 2 0 0 2 0 0 0 2 0 0 2 0 0 0 0 0 2 0
ENSBTAG00000048896 12 13 7 13 26 34 10 7 14 30 37 26 42 17 14 66 50 83
ENSBTAG00000004835 207 293 186 314 373 304 222 221 188 386 324 271 426 389 438 740 711 857
ENSBTAG00000039581 778 846 739 992 1063 947 611 444 604 842 773 702 667 609 743 1036 1174 1331
ENSBTAG00000029927 16 23 19 29 38 45 4 8 13 10 19 14 19 9 31 44 31 16
ENSBTAG00000049845 616 597 520 689 632 743 373 319 305 488 449 353 510 449 512 704 754 904
ENSBTAG00000016033 76 81 63 96 96 96 134 125 93 109 135 99 159 129 140 96 176 166
ENSBTAG00000016030 24 16 38 41 51 61 73 59 65 49 69 45 75 72 69 79 119 113
ENSBTAG00000033330 40 35 42 87 77 62 145 102 72 82 106 144 163 103 116 114 121 161
ENSBTAG00000004314 4 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 2 2
ENSBTAG00000004313 2 6 7 7 11 2 2 7 6 17 10 8 4 0 8 12 4 8
ENSBTAG00000049537 0 0 0 0 0 2 4 2 2 0 0 0 2 0 0 0 0 0
ENSBTAG00000002009 0 0 0 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0
ENSBTAG00000050237 10 7 13 16 14 14 10 8 14 6 16 11 18 8 9 3 11 10
ENSBTAG00000049994 4 2 0 2 0 2 2 2 0 0 0 1 1 4 5 2 10 4
ENSBTAG00000051403 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000018061 13400 14314 12119 14145 13950 12287 6941 10525 6437 12383 12014 11633 14645 12982 14862 14232 14978 16490
ENSBTAG00000044835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000031711 156 220 141 207 172 168 154 146 92 145 182 112 112 141 167 158 179 269
ENSBTAG00000043840 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000014863 8404 8995 8061 8760 9509 8514 9981 7232 7298 19201 20514 18423 6590 5873 6806 11365 14772 19642
ENSBTAG00000002944 29708 32760 30555 30600 33936 30952 54523 42699 40070 34524 40715 33398 40682 35558 40970 27973 33312 42841
ENSBTAG00000002295 6998 6966 6928 8263 7635 6253 3824 6008 3529 8055 5655 5923 6947 6206 7446 8612 8537 8293
ENSBTAG00000053120 24 11 29 23 19 17 10 16 15 24 19 19 25 11 18 25 29 13
ENSBTAG00000007863 15563 15088 13429 15118 13815 11381 12275 14458 10055 13607 8508 9126 18572 15759 19067 13578 14436 12148
ENSBTAG00000008028 783 928 746 962 962 742 722 662 551 802 704 721 1718 1506 1756 1852 2017 2423
ENSBTAG00000051479 2680 2614 2411 3358 2802 2755 1408 1786 1207 2907 2054 2221 3078 2708 3289 3187 3317 3285
ENSBTAG00000018253 0 0 0 4 2 0 0 0 0 2 0 0 2 0 0 4 0 0
ENSBTAG00000007867 18115 18714 18653 38384 45936 32267 51670 45262 42792 78772 70706 57071 48891 32176 43234 59473 64161 59803
ENSBTAG00000001585 154 136 137 189 153 116 150 200 150 121 180 158 444 286 360 344 375 400
ENSBTAG00000046699 101 119 80 152 142 161 94 100 72 110 106 72 221 168 206 188 251 282
ENSBTAG00000043001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000021636 730 688 658 1079 848 849 605 736 566 873 655 610 961 788 887 905 858 980
ENSBTAG00000012966 1377 1262 1132 1501 1371 1187 497 862 389 1252 713 830 1219 1066 1297 1014 1218 1059
ENSBTAG00000038620 7147 7726 6904 8630 8325 8748 3029 5031 2489 7586 8065 8723 8178 6717 7729 9536 10634 13136
ENSBTAG00000011256 39149 39305 36060 37518 36768 33138 24040 33495 21156 33631 27754 27698 36261 31124 37798 32578 36024 38397
ENSBTAG00000014949 241 229 199 265 303 212 448 255 309 411 367 291 275 318 370 442 435 545
ENSBTAG00000043499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000052569 0 0 0 2 0 0 0 4 2 5 0 2 0 2 2 0 0 2
ENSBTAG00000006970 11308 12479 11139 12154 12530 11643 10657 12992 8607 11568 11647 10336 16882 13875 16588 10638 12407 15024
ENSBTAG00000053359 1 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 4 2
ENSBTAG00000000176 11463 11575 10333 14919 13781 12385 6488 10120 6406 14503 11366 11515 13930 11904 14427 16422 17233 17312
ENSBTAG00000050579 23 63 22 60 33 42 62 65 54 32 46 28 47 28 45 48 48 47
ENSBTAG00000018653 1918 1870 1663 1919 1867 1701 1925 2077 1442 2419 2549 2144 3262 2516 3074 2717 3280 3681
ENSBTAG00000003458 6314 6941 5943 7685 7856 6996 10018 9336 8024 13799 13034 11218 12194 10169 11832 10043 11485 13407
ENSBTAG00000051167 5 4 7 42 12 11 10 11 8 29 8 7 8 10 5 23 14 24
ENSBTAG00000053580 10 10 8 22 24 18 10 27 22 43 24 25 36 65 44 58 56 68
ENSBTAG00000018497 133 164 118 245 250 245 19 54 41 147 107 140 40 56 58 150 180 142
ENSBTAG00000001083 28560 27330 24510 29568 25957 20863 14863 24000 13019 29912 14732 16529 28431 24521 30760 27653 27638 23092
ENSBTAG00000014832 0 2 0 0 0 4 0 0 0 6 2 2 0 0 0 4 6 6
ENSBTAG00000044658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000047783 86 91 79 84 88 92 105 109 97 106 186 118 110 76 83 100 164 149
ENSBTAG00000052474 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000050761 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000048361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000020984 48 45 38 52 59 86 62 84 54 112 77 124 333 253 429 365 472 494
ENSBTAG00000009976 84 111 99 99 106 58 132 97 92 98 117 95 166 152 132 118 146 150
ENSBTAG00000048463 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
ENSBTAG00000016782 23511 24281 22656 21854 20354 18121 10653 16241 9318 18520 13571 13969 21137 18648 23055 18127 18251 19385
ENSBTAG00000016836 4826 4513 3970 7529 7630 6505 6128 7204 4790 6288 5367 5136 8428 7939 9763 6342 7093 7354
ENSBTAG00000052732 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
ENSBTAG00000017266 72651 71752 65244 70475 66467 58834 49680 56299 41854 62285 50186 47006 66366 57391 68018 66508 72540 74201
ENSBTAG00000016784 455 455 489 507 405 318 60 95 42 137 79 119 215 214 270 274 362 245
ENSBTAG00000045375 0 5 2 5 3 3 1 1 2 3 0 5 1 2 8 0 8 2
ENSBTAG00000005741 1826 1869 1612 2036 2087 1795 2108 1510 1620 2110 1840 1715 1062 962 1103 1226 1629 1843
ENSBTAG00000013196 3742 3644 3358 3995 3767 3013 1840 2800 1609 4020 2427 2644 2894 2517 2969 4232 4313 3811
ENSBTAG00000015217 318 330 303 343 421 360 457 460 440 483 405 363 432 347 443 379 459 480
ENSBTAG00000019075 3048 3503 3062 2340 2511 2345 2926 2849 2247 2753 2618 2310 2973 2542 2986 1920 2298 2599
ENSBTAG00000020696 578 435 475 545 416 248 84 111 53 87 40 39 196 192 233 176 183 206
ENSBTAG00000010118 17120 19372 17334 17616 17906 16610 11888 17888 11661 18547 20960 19313 22846 19870 22349 19446 22536 27325
ENSBTAG00000017695 795 926 812 989 1097 874 278 374 202 578 486 530 717 464 625 589 644 642
ENSBTAG00000007779 6858 6937 6365 7179 7109 6451 4621 6385 3945 6882 5494 5538 8751 7411 8697 7467 7769 8063
ENSBTAG00000016762 9771 9937 9540 11163 10679 9564 15365 14165 12236 12062 11058 9822 12986 11672 13248 11343 12775 14087
ENSBTAG00000020416 5114 4348 4400 5241 4569 3056 1303 2436 1283 3509 1530 1809 3815 3291 4537 5324 4637 3154
ENSBTAG00000002646 28236 30473 26790 30264 30184 28873 28432 28733 21100 28255 27603 24771 30753 26854 31966 25620 27612 32752
ENSBTAG00000031696 2711 2502 2477 3297 3022 2324 1883 2384 1766 3559 1933 2163 2851 2451 2896 3714 3926 3217
ENSBTAG00000048244 631 536 485 572 566 616 640 581 498 455 808 672 779 528 669 541 632 888
ENSBTAG00000048671 32 46 26 26 32 37 46 36 20 26 40 50 46 32 34 56 54 62
ENSBTAG00000007898 25679 25568 23309 28997 26485 21901 21502 21914 17421 34220 21261 20280 20937 18141 22465 31507 32946 30776
ENSBTAG00000053081 36 14 32 32 44 27 30 10 23 82 49 14 23 30 40 56 24 22
ENSBTAG00000007683 1893 1849 1796 1587 1656 1218 1536 1880 1207 1292 1048 970 2497 2010 2366 1531 1610 1438
ENSBTAG00000016430 1139 1324 1203 1209 1134 1123 971 1041 730 967 1046 883 1011 775 981 780 887 956
ENSBTAG00000049842 2745 2514 2149 2813 2899 2222 1559 2141 1406 2240 1320 1618 2690 2412 3150 2675 3066 2687
ENSBTAG00000052085 0 2 4 0 2 1 2 1 1 0 2 2 0 3 0 2 8 6
ENSBTAG00000006918 10836 10607 9822 12594 11609 10531 6504 9195 5689 10047 8192 8441 12471 10098 12599 12084 12706 13003
ENSBTAG00000036258 0 0 4 0 0 0 4 0 2 2 0 0 0 0 4 2 2 0
ENSBTAG00000013218 20627 21103 19819 23737 22556 20508 24229 23482 19277 25552 23552 20422 25174 21424 25159 23573 26589 30395
ENSBTAG00000007258 10 16 4 10 6 8 6 6 12 8 12 0 22 4 22 12 4 8
ENSBTAG00000051056 0 2 2 0 0 2 0 0 4 2 2 0 0 0 0 2 0 0
ENSBTAG00000044361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000012171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000051169 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0
ENSBTAG00000008915 77092 79757 71869 96938 89332 79068 53264 69655 44367 101426 80114 79438 86653 74252 88979 100859 103588 103517
ENSBTAG00000003207 4 0 0 10 6 4 0 0 3 5 20 19 2 0 0 2 12 6
ENSBTAG00000004659 4369 4543 4254 3757 4017 3766 2295 3098 1798 3392 3587 3358 4470 4086 4605 3709 4183 5002
ENSBTAG00000043296 57 40 31 38 52 52 15 34 31 41 21 47 67 38 26 40 43 46
ENSBTAG00000012586 61401 66193 56556 47795 48453 47456 37526 59576 31342 44472 44849 44553 94776 79701 94767 44932 49977 55851
ENSBTAG00000012589 21092 23265 21084 18513 19922 19497 20634 25266 17716 23557 29266 24001 32320 28548 32461 19979 23279 30676
ENSBTAG00000019116 7705 8296 7365 7600 7864 7181 5430 6994 4337 7889 7823 7384 9170 8005 9369 7658 8896 10058
ENSBTAG00000007652 2 4 2 0 2 8 4 10 0 2 2 2 12 0 3 0 2 6
ENSBTAG00000002056 1059 1107 1002 741 835 681 1394 1170 963 1040 970 768 1181 1086 1426 748 1106 980
ENSBTAG00000031614 0 2 0 2 3 2 0 0 0 0 0 0 0 5 2 0 0 2
ENSBTAG00000003626 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
ENSBTAG00000007635 12 14 8 8 16 18 4 12 14 35 16 28 10 13 20 6 20 12
ENSBTAG00000050259 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0
ENSBTAG00000044781 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000042810 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000044950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000016334 1841 1597 1699 1929 1757 1497 1304 1544 1194 1731 1156 1336 1837 1535 1896 2133 2343 2232
ENSBTAG00000042887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000031595 179 233 162 227 268 197 93 80 93 160 179 123 120 91 102 115 131 114
ENSBTAG00000009952 2081 1941 2010 2066 2143 1646 1473 1885 1275 1862 1731 1483 2376 2223 2548 2049 2378 2426
ENSBTAG00000019232 2507 2580 2360 2679 2555 2330 2285 2721 1684 2941 2568 2086 2934 2543 3005 2669 2784 2907
ENSBTAG00000019231 2250 2781 2294 2445 2486 2353 2482 2885 2132 2928 3167 2444 3018 2834 3011 2476 2895 3877
ENSBTAG00000024003 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
ENSBTAG00000016092 29711 30987 28233 39018 38258 34740 38910 36802 33709 52043 53276 43220 36367 30143 35605 42278 46269 54819
ENSBTAG00000002272 1988 2214 1800 2327 2100 2031 1604 1759 1372 2210 2130 1989 1838 1419 1571 2074 2248 2509
ENSBTAG00000031579 13436 13323 11532 17645 17176 15764 3613 8302 3306 10822 8741 12386 15077 12972 16006 17748 17813 18464
ENSBTAG00000009725 1679 1718 1569 2691 2134 1981 904 842 756 1592 1157 1032 817 753 900 1389 1412 1570
ENSBTAG00000047849 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000038878 0 2 0 2 12 0 0 0 0 0 0 2 0 0 0 0 0 2
ENSBTAG00000026812 67 67 36 57 53 43 39 52 51 72 67 82 36 41 59 96 92 81
ENSBTAG00000049282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000045962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000043675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000006049 60659 63721 56357 60986 61765 58096 37666 55822 29533 62784 57887 58048 79775 67159 80867 66143 69364 80585
ENSBTAG00000005408 12933 13611 11545 17282 16925 16244 6475 8979 5799 16970 16655 17416 13100 11781 13791 18225 20290 22889
ENSBTAG00000020296 15470 14555 13420 18338 16325 12894 7706 12412 7036 14073 7964 9001 17041 15505 18573 19089 18541 15854
ENSBTAG00000005416 3608 3893 3505 3045 3204 2944 3716 4050 2946 3695 4254 3443 4790 4255 4919 2932 3581 4346
ENSBTAG00000048695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSBTAG00000018282 2009 2109 1856 1970 1890 1681 2200 2262 1860 2079 2048 1681 2251 1759 2080 1687 1800 1957
ENSBTAG00000026008 3352 3871 3272 3489 3451 3267 3416 3706 2661 2911 3064 2688 4424 3780 4226 2747 2985 3876
ENSBTAG00000008716 22874 23317 20209 20071 21345 19077 8889 17061 6940 14272 14290 16092 35804 29049 35971 20423 22986 24270
ENSBTAG00000049118 5 10 6 5 3 16 8 4 8 3 6 2 15 19 17 10 20 16
