Source	Target	interaction	qval	pval	minus_log10_qval	n_pathways	pathways
S100A8	LY96	S100A8_LY96	7.43772028075022e-13	3.31015656186207e-14	12.1285601587024	22	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION; REACTOME_TOLL_LIKE_RECEPTOR_CASCADES; REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE; REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY; REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND; REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE; REACTOME_PROGRAMMED_CELL_DEATH; REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE; REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY; REACTOME_APOPTOSIS; REACTOME_HEME_SIGNALING; REACTOME_RSV_HOST_INTERACTIONS; REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION; REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX; REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1; REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE; REACTOME_DISEASES_OF_IMMUNE_SYSTEM; REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH; REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND; REACTOME_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7; REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY; REACTOME_IRAK4_DEFICIENCY_TLR2_4
S100A9	LY96	S100A9_LY96	7.43772028075022e-13	3.38078194579556e-14	12.1285601587024	22	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION; REACTOME_TOLL_LIKE_RECEPTOR_CASCADES; REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE; REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY; REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND; REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE; REACTOME_PROGRAMMED_CELL_DEATH; REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE; REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY; REACTOME_APOPTOSIS; REACTOME_HEME_SIGNALING; REACTOME_RSV_HOST_INTERACTIONS; REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION; REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX; REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1; REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE; REACTOME_DISEASES_OF_IMMUNE_SYSTEM; REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH; REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND; REACTOME_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7; REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY; REACTOME_IRAK4_DEFICIENCY_TLR2_4
