Model	Day	Contrast	Pathway	Pathway_label	Comparison	logFC	adj.P.Val	Significant	Significance_symbol
THP-1	Day1	M_bovis_vs_Control	HALLMARK_UV_RESPONSE_UP	UV Response Up	THP-1
Día 1	0.0740315963433262	1.6978210604568e-4	TRUE	***
THP-1	Day3	M_bovis_vs_Control	HALLMARK_UV_RESPONSE_UP	UV Response Up	THP-1
Día 3	0.0696986110698234	1.39685163627338e-5	TRUE	***
BoMac	Day1	M_bovis_vs_Control	HALLMARK_UV_RESPONSE_UP	UV Response Up	BoMac
Día 1	0.00404962221966942	0.461497326375928	FALSE	
BoMac	Day3	M_bovis_vs_Control	HALLMARK_UV_RESPONSE_UP	UV Response Up	BoMac
Día 3	0.00790874856390339	0.437122521738826	FALSE	
THP-1	Day1	M_bovis_vs_Control	HALLMARK_APOPTOSIS	Apoptosis	THP-1
Día 1	0.0753126682285475	6.3157285544773e-4	TRUE	***
THP-1	Day3	M_bovis_vs_Control	HALLMARK_APOPTOSIS	Apoptosis	THP-1
Día 3	0.0366931417786984	7.1149650726677e-4	TRUE	***
BoMac	Day1	M_bovis_vs_Control	HALLMARK_APOPTOSIS	Apoptosis	BoMac
Día 1	-0.0227353535078181	8.45192871448104e-5	TRUE	***
BoMac	Day3	M_bovis_vs_Control	HALLMARK_APOPTOSIS	Apoptosis	BoMac
Día 3	-0.0101676141734146	0.253528399688245	FALSE	
THP-1	Day1	M_bovis_vs_Control	HALLMARK_GLYCOLYSIS	Glycolysis	THP-1
Día 1	0.0883506095672871	3.82318378839628e-5	TRUE	***
THP-1	Day3	M_bovis_vs_Control	HALLMARK_GLYCOLYSIS	Glycolysis	THP-1
Día 3	0.0872718286441274	4.74579068353049e-8	TRUE	***
BoMac	Day1	M_bovis_vs_Control	HALLMARK_GLYCOLYSIS	Glycolysis	BoMac
Día 1	0.00572861129459556	0.0949152294125969	FALSE	
BoMac	Day3	M_bovis_vs_Control	HALLMARK_GLYCOLYSIS	Glycolysis	BoMac
Día 3	-0.00860589944884566	0.257437779566342	FALSE	
THP-1	Day1	M_bovis_vs_Control	HALLMARK_MYC_TARGETS_V2	MYC Targets V2	THP-1
