L	R	pw.id	pw.name	pval	qval	L.logFC	R.logFC	LR.pval	LR.corr	rank	len	rank.pval	rank.corr	LR.score	L.expr	R.expr
CCL3L1	CCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	3.72032925867422e-79	4.22877425735969e-77	3.8787097130868	9.22931113504326	3.09421965562685e-16	1	40	74	0.0039679352310818	1	0	0.191015248672731	-0.901771956739622
CCL3	CCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	2.31720675033484e-79	4.22877425735969e-77	3.78553112756933	9.22931113504326	1.9272344393497e-16	1	40	74	0.0039679352310818	1	0	-0.166109462428779	-0.901771956739622
CCL5	CCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	3.5119779488614e-79	4.22877425735969e-77	1.63997181360888	9.22931113504326	2.92093264975357e-16	1	40	74	0.0039679352310818	1	0	4.80283224133674	-0.901771956739622
CCL4	CCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	1.62958580621681e-78	1.38922189979983e-76	2.66918350415053	9.22931113504326	1.35533606880899e-15	1	40	74	0.0039679352310818	1	0	-4.04885226861294	-0.901771956739622
CCL3	CCR5	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	9.56290259529835e-75	6.52189956999348e-73	3.78553112756933	9.22931113504326	1.9272344393497e-16	1	55	101	0.0139672490332089	1	0	-0.166109462428779	-0.901771956739622
CCL3L1	CCR5	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1.53534622311967e-74	7.47932945834013e-73	3.8787097130868	9.22931113504326	3.09421965562685e-16	1	55	101	0.0139672490332089	1	0	0.191015248672731	-0.901771956739622
CCL5	CCR5	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1.44936152274475e-74	7.47932945834013e-73	1.63997181360888	9.22931113504326	2.92093264975357e-16	1	55	101	0.0139672490332089	1	0	4.80283224133674	-0.901771956739622
CCL4	CCR5	R-HSA-418594	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	6.72515317559827e-74	2.86659654109876e-72	2.66918350415053	9.22931113504326	1.35533606880899e-15	1	55	101	0.0139672490332089	1	0	-4.04885226861294	-0.901771956739622
CXCL13	CXCR5	R-HSA-373076	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	3.01776229155063e-73	1.14339660157641e-71	10.4901964132209	1.57998118339184	1.34379167289185e-10	1	41	75	0.0039679352310818	1	0	0.816764187622377	0.277328022068975
L1CAM	ITGB3	R-HSA-1474244	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	3.64026109717348e-72	1.24132903413616e-70	2.74487123117038	2.17819919194684	4.85896448887342e-08	1	35	65	0.00216101459095342	1	0	-6.5969281907623	2.60026296790812
VEGFA	ITGB3	R-HSA-1474244	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.02145244884496e-71	3.16650259141937e-70	2.84665577210696	2.17819919194684	1.36341900856072e-07	1	35	65	0.00216101459095342	1	0	7.1450909242977	2.60026296790812
MMP2	CD44	R-HSA-1474244	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	3.70140145849501e-70	1.05181491445566e-68	1.83616958037378	1.18776059990801	1.95707736016958e-06	1	32	59	0.00133916071816241	1	0	-3.77240666724938	-1.53260897062919
PKM	CD44	R-HSA-1474244	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	1.83101700338656e-69	4.80289844734474e-68	1.20150947099715	1.18776059990801	9.68131115631647e-06	1	32	59	0.00133916071816241	1	0	5.32631922948915	-1.53260897062919
